show_id,release_year,date_added
"s1704","2020","November 13, 2020"
"s1705","2020","November 13, 2020"
"s1706","2020","November 13, 2020"
"s1707","2020","November 13, 2020"
"s1708","2008","November 12, 2020"
"s1709","2020","November 12, 2020"
"s1710","2018","November 12, 2020"
"s1711","2013","November 12, 2020"
"s1712","2020","November 12, 2020"
"s1713","2020","November 12, 2020"
"s1714","2019","November 12, 2020"
"s1715","2008","November 12, 2020"
"s1716","2020","November 11, 2020"
"s1717","2020","November 11, 2020"
"s1718","2020","November 11, 2020"
"s1719","2020","November 11, 2020"
"s1720","1979","November 11, 2020"
"s1721","2020","November 11, 2020"
"s1722","2006","November 10, 2020"
"s1723","2020","November 10, 2020"
"s1724","2020","November 6, 2020"
"s1725","2018","November 6, 2020"
"s1726","2020","November 6, 2020"
"s1727","2020","November 6, 2020"
"s1728","2020","November 6, 2020"
"s1729","2019","November 6, 2020"
"s1730","2016","November 6, 2020"
"s1731","2018","November 6, 2020"
"s1732","2020","November 5, 2020"
"s1733","2019","November 5, 2020"
"s1734","2020","November 5, 2020"
"s1735","2020","November 5, 2020"
"s1736","2012","November 5, 2020"
"s1737","2020","November 5, 2020"
"s1738","2020","November 5, 2020"
"s1739","2018","November 4, 2020"
"s1740","2018","November 4, 2020"
"s1741","2020","November 4, 2020"
"s1742","2020","November 4, 2020"
"s1743","2020","November 3, 2020"
"s1744","2020","November 3, 2020"
"s1745","2016","November 3, 2020"
"s1746","2020","November 3, 2020"
"s1747","2020","November 2, 2020"
"s1748","2018","November 2, 2020"
"s1749","2019","November 1, 2020"
"s1750","2019","November 1, 2020"
"s1751","2002","November 1, 2020"
"s1752","2020","November 1, 2020"
"s1753","2020","November 1, 2020"
"s1754","2018","November 1, 2020"
"s1755","2019","November 1, 2020"
"s1756","2018","November 1, 2020"
"s1757","2019","November 1, 2020"
"s1758","2018","November 1, 2020"
"s1759","2020","November 1, 2020"
"s1760","2019","November 1, 2020"
"s1761","2019","November 1, 2020"
"s1762","1989","November 1, 2020"
"s1763","2018","November 1, 2020"
"s1764","2018","November 1, 2020"
"s1765","2016","November 1, 2020"
"s1766","2018","November 1, 2020"
"s1767","2020","November 1, 2020"
"s1768","2012","November 1, 2020"
"s1769","1994","November 1, 2020"
"s1770","2018","November 1, 2020"
"s1771","2020","November 1, 2020"
"s1772","2017","October 31, 2020"
"s1773","2018","October 31, 2020"
"s1774","2019","October 31, 2020"
"s1775","2019","October 30, 2020"
"s1776","2020","October 30, 2020"
"s1777","2017","October 30, 2020"
"s1778","2020","October 30, 2020"
"s1779","2020","October 30, 2020"
"s1780","2020","October 30, 2020"
"s1781","2020","October 30, 2020"
"s1782","2020","October 30, 2020"
"s1783","2020","October 30, 2020"
"s1784","2020","October 30, 2020"
"s1785","2013","October 29, 2020"
"s1786","2020","October 28, 2020"
"s1787","2016","October 28, 2020"
"s1788","2013","October 28, 2020"
"s1789","2020","October 28, 2020"
"s1790","2020","October 28, 2020"
"s1791","2020","October 27, 2020"
"s1792","2020","October 27, 2020"
"s1793","2020","October 27, 2020"
"s1794","2020","October 27, 2020"
"s1795","2020","October 26, 2020"
"s1796","2009","October 25, 2020"
"s1797","2018","October 24, 2020"
"s1798","2019","October 24, 2020"
"s1799","2019","October 23, 2020"
"s1800","2020","October 23, 2020"
"s1801","2020","October 23, 2020"
"s1802","2020","October 23, 2020"
"s1803","2018","October 23, 2020"
"s1804","2020","October 23, 2020"
"s1805","2020","October 23, 2020"
"s1806","2017","October 22, 2020"
"s1807","2020","October 22, 2020"
"s1808","2018","October 22, 2020"
"s1809","2019","October 22, 2020"
"s1810","2018","October 22, 2020"
"s1811","2018","October 22, 2020"
"s1812","2020","October 22, 2020"
"s1813","2020","October 21, 2020"
"s1814","2020","October 21, 2020"
"s1815","2020","October 21, 2020"
"s1816","2020","October 20, 2020"
"s1817","2020","October 20, 2020"
"s1818","1975","October 19, 2020"
"s1819","2005","October 19, 2020"
"s1820","2013","October 19, 2020"
"s1821","2014","October 19, 2020"
"s1822","2017","October 19, 2020"
"s1823","1991","October 19, 2020"
"s1824","2017","October 19, 2020"
"s1825","2012","October 19, 2020"
"s1826","2003","October 19, 2020"
"s1827","1982","October 19, 2020"
"s1828","2007","October 19, 2020"
"s1829","2020","October 19, 2020"
"s1830","1999","October 19, 2020"
"s1831","2018","October 19, 2020"
"s1832","1980","October 19, 2020"
"s1833","2005","October 19, 2020"
"s1834","2012","October 18, 2020"
"s1835","2020","October 18, 2020"
"s1836","2020","October 17, 2020"
"s1837","2018","October 16, 2020"
"s1838","2020","October 16, 2020"
"s1839","2016","October 16, 2020"
"s1840","2020","October 16, 2020"
"s1841","2020","October 16, 2020"
"s1842","2020","October 16, 2020"
"s1843","2020","October 16, 2020"
"s1844","2014","October 16, 2020"
"s1845","2020","October 15, 2020"
"s1846","2016","October 15, 2020"
"s1847","2018","October 15, 2020"
"s1848","2018","October 15, 2020"
"s1849","2005","October 15, 2020"
"s1850","2017","October 15, 2020"
"s1851","2020","October 15, 2020"
"s1852","2006","October 15, 2020"
"s1853","2020","October 15, 2020"
"s1854","2020","October 15, 2020"
"s1855","2020","October 15, 2020"
"s1856","2020","October 14, 2020"
"s1857","2020","October 14, 2020"
"s1858","2020","October 14, 2020"
"s1859","2004","October 13, 2020"
"s1860","2020","October 13, 2020"
"s1861","2020","October 13, 2020"
"s1862","1990","October 12, 2020"
"s1863","1982","October 12, 2020"
"s1864","2015","October 12, 2020"
"s1865","2020","October 12, 2020"
"s1866","2006","October 12, 2020"
"s1867","2002","October 12, 2020"
"s1868","2017","October 11, 2020"
"s1869","2020","October 9, 2020"
"s1870","2020","October 9, 2020"
"s1871","2018","October 9, 2020"
"s1872","2020","October 9, 2020"
"s1873","2020","October 9, 2020"
"s1874","2020","October 9, 2020"
"s1875","2020","October 8, 2020"
"s1876","2020","October 8, 2020"
"s1877","2004","October 8, 2020"
"s1878","2020","October 8, 2020"
"s1879","2020","October 8, 2020"
"s1880","2020","October 7, 2020"
"s1881","2020","October 7, 2020"
"s1882","2020","October 6, 2020"
"s1883","2019","October 6, 2020"
"s1884","2020","October 6, 2020"
"s1885","2017","October 6, 2020"
"s1886","2020","October 5, 2020"
"s1887","2020","October 4, 2020"
"s1888","2020","October 3, 2020"
"s1889","2018","October 3, 2020"
"s1890","2016","October 3, 2020"
"s1891","2017","October 3, 2020"
"s1892","2016","October 2, 2020"
"s1893","2020","October 2, 2020"
"s1894","2005","October 2, 2020"
"s1895","2020","October 2, 2020"
"s1896","2009","October 2, 2020"
"s1897","2020","October 2, 2020"
"s1898","2020","October 2, 2020"
"s1899","2020","October 2, 2020"
"s1900","2017","October 2, 2020"
"s1901","2020","October 2, 2020"
"s1902","2020","October 2, 2020"
"s1903","2020","October 1, 2020"
"s1904","2017","October 1, 2020"
"s1905","2019","October 1, 2020"
"s1906","2013","October 1, 2020"
"s1907","2019","October 1, 2020"
"s1908","2018","October 1, 2020"
"s1909","2016","October 1, 2020"
"s1910","2016","October 1, 2020"
"s1911","2020","October 1, 2020"
"s1912","2019","October 1, 2020"
"s1913","2016","October 1, 2020"
"s1914","2019","October 1, 2020"
"s1915","2018","October 1, 2020"
"s1916","2020","October 1, 2020"
"s1917","2005","October 1, 2020"
"s1918","2019","October 1, 2020"
"s1919","2018","October 1, 2020"
"s1920","2019","October 1, 2020"
"s1921","2020","October 1, 2020"
"s1922","2020","October 1, 2020"
"s1923","2003","October 1, 2020"
"s1924","2019","October 1, 2020"
"s1925","2018","October 1, 2020"
"s1926","2020","October 1, 2020"
"s1927","2020","September 30, 2020"
"s1928","2019","September 30, 2020"
"s1929","2010","September 30, 2020"
"s1930","2020","September 30, 2020"
"s1931","2018","September 30, 2020"
"s1932","2020","September 30, 2020"
"s1933","2020","September 30, 2020"
"s1934","2020","September 30, 2020"
"s1935","2012","September 29, 2020"
"s1936","2020","September 29, 2020"
"s1937","2020","September 29, 2020"
"s1938","2002","September 28, 2020"
"s1939","2013","September 28, 2020"
"s1940","2014","September 28, 2020"
"s1941","2008","September 28, 2020"
"s1942","2003","September 28, 2020"
"s1943","2009","September 28, 2020"
"s1944","2007","September 28, 2020"
"s1945","1999","September 28, 2020"
"s1946","2007","September 28, 2020"
"s1947","2007","September 28, 2020"
"s1948","2020","September 28, 2020"
"s1949","2019","September 27, 2020"
"s1950","2020","September 26, 2020"
"s1951","2015","September 26, 2020"
"s1952","2020","September 25, 2020"
"s1953","2020","September 25, 2020"
"s1954","2016","September 25, 2020"
"s1955","2020","September 25, 2020"
"s1956","2020","September 25, 2020"
"s1957","2019","September 25, 2020"
"s1958","2011","September 24, 2020"
"s1959","2020","September 24, 2020"
"s1960","2020","September 23, 2020"
"s1961","2020","September 22, 2020"
"s1962","2020","September 22, 2020"
"s1963","2020","September 21, 2020"
"s1964","2018","September 20, 2020"
"s1965","2016","September 20, 2020"
"s1966","2017","September 20, 2020"
"s1967","2017","September 20, 2020"
"s1968","2016","September 20, 2020"
"s1969","2019","September 20, 2020"
"s1970","2016","September 20, 2020"
"s1971","2019","September 20, 2020"
"s1972","2013","September 19, 2020"
"s1973","2015","September 19, 2020"
"s1974","2020","September 19, 2020"
"s1975","2013","September 19, 2020"
"s1976","2016","September 19, 2020"
"s1977","2014","September 19, 2020"
"s1978","2020","September 18, 2020"
"s1979","2020","September 18, 2020"
"s1980","2020","September 18, 2020"
"s1981","2019","September 18, 2020"
"s1982","2020","September 18, 2020"
"s1983","2014","September 17, 2020"
"s1984","2020","September 17, 2020"
"s1985","2020","September 17, 2020"
"s1986","2020","September 17, 2020"
"s1987","2014","September 17, 2020"
"s1988","2020","September 17, 2020"
"s1989","2020","September 17, 2020"
"s1990","2020","September 16, 2020"
"s1991","2020","September 16, 2020"
"s1992","2020","September 16, 2020"
"s1993","2018","September 16, 2020"
"s1994","2020","September 16, 2020"
"s1995","2020","September 16, 2020"
"s1996","2020","September 16, 2020"
"s1997","2020","September 16, 2020"
"s1998","2016","September 16, 2020"
"s1999","2020","September 15, 2020"
"s2000","2020","September 15, 2020"
"s2001","2020","September 15, 2020"
"s2002","2002","September 15, 2020"
"s2003","2020","September 15, 2020"
"s2004","2013","September 15, 2020"
"s2005","2020","September 15, 2020"
"s2006","2018","September 14, 2020"
"s2007","2020","September 11, 2020"
"s2008","2020","September 11, 2020"
"s2009","2020","September 11, 2020"
"s2010","2007","September 11, 2020"
"s2011","2014","September 11, 2020"
"s2012","2020","September 11, 2020"
"s2013","2020","September 11, 2020"
"s2014","2020","September 11, 2020"
"s2015","2014","September 11, 2020"
"s2016","2018","September 10, 2020"
"s2017","2018","September 10, 2020"
"s2018","2019","September 10, 2020"
"s2019","2019","September 10, 2020"
"s2020","2018","September 10, 2020"
"s2021","2017","September 10, 2020"
"s2022","2020","September 10, 2020"
"s2023","2020","September 10, 2020"
"s2024","2019","September 10, 2020"
"s2025","2018","September 10, 2020"
"s2026","2016","September 10, 2020"
"s2027","2016","September 10, 2020"
"s2028","2017","September 10, 2020"
"s2029","2018","September 10, 2020"
"s2030","2020","September 10, 2020"
"s2031","2020","September 9, 2020"
"s2032","2020","September 9, 2020"
"s2033","2020","September 9, 2020"
"s2034","2020","September 9, 2020"
"s2035","2020","September 9, 2020"
"s2036","2020","September 9, 2020"
"s2037","2020","September 8, 2020"
"s2038","2020","September 8, 2020"
"s2039","2020","September 7, 2020"
"s2040","2010","September 7, 2020"
"s2041","2020","September 7, 2020"
"s2042","2010","September 7, 2020"
"s2043","2017","September 5, 2020"
"s2044","2020","September 5, 2020"
"s2045","2020","September 4, 2020"
"s2046","2020","September 4, 2020"
"s2047","2019","September 4, 2020"
"s2048","2020","September 4, 2020"
"s2049","2019","September 4, 2020"
"s2050","2015","September 4, 2020"
"s2051","2020","September 3, 2020"
"s2052","2018","September 3, 2020"
"s2053","2020","September 3, 2020"
"s2054","2020","September 3, 2020"
"s2055","2020","September 2, 2020"
"s2056","2020","September 2, 2020"
"s2057","2009","September 2, 2020"
"s2058","2020","September 2, 2020"
"s2059","2020","September 2, 2020"
"s2060","2018","September 1, 2020"
"s2061","2016","September 1, 2020"
"s2062","2020","September 1, 2020"
"s2063","2017","September 1, 2020"
"s2064","2020","September 1, 2020"
"s2065","2012","September 1, 2020"
"s2066","2019","September 1, 2020"
"s2067","2016","September 1, 2020"
"s2068","2016","September 1, 2020"
"s2069","2020","September 1, 2020"
"s2070","2002","September 1, 2020"
"s2071","2020","September 1, 2020"
"s2072","2011","September 1, 2020"
"s2073","2008","September 1, 2020"
"s2074","1998","September 1, 2020"
"s2075","1998","September 1, 2020"
"s2076","2018","September 1, 2020"
"s2077","2020","September 1, 2020"
"s2078","2020","September 1, 2020"
"s2079","2019","September 1, 2020"
"s2080","2011","September 1, 2020"
"s2081","2020","September 1, 2020"
"s2082","2020","September 1, 2020"
"s2083","2020","August 31, 2020"
"s2084","2020","August 31, 2020"
"s2085","2020","August 29, 2020"
"s2086","2020","August 28, 2020"
"s2087","2020","August 28, 2020"
"s2088","2020","August 28, 2020"
"s2089","2020","August 28, 2020"
"s2090","2020","August 27, 2020"
"s2091","1998","August 27, 2020"
"s2092","2020","August 27, 2020"
"s2093","2016","August 27, 2020"
"s2094","2020","August 26, 2020"
"s2095","2019","August 26, 2020"
"s2096","2020","August 26, 2020"
"s2097","2020","August 26, 2020"
"s2098","2020","August 26, 2020"
"s2099","2020","August 25, 2020"
"s2100","2020","August 25, 2020"
"s2101","2016","August 24, 2020"
"s2102","2019","August 22, 2020"
"s2103","2013","August 22, 2020"
"s2104","2020","August 21, 2020"
"s2105","2020","August 21, 2020"
"s2106","2020","August 21, 2020"
"s2107","2020","August 21, 2020"
"s2108","2020","August 21, 2020"
"s2109","2020","August 20, 2020"
"s2110","2020","August 20, 2020"
"s2111","2019","August 20, 2020"
"s2112","2020","August 20, 2020"
"s2113","2020","August 19, 2020"
"s2114","2020","August 19, 2020"
"s2115","2020","August 19, 2020"
"s2116","2019","August 18, 2020"
"s2117","2017","August 18, 2020"
"s2118","2020","August 17, 2020"
"s2119","2020","August 17, 2020"
"s2120","2018","August 17, 2020"
"s2121","2012","August 16, 2020"
"s2122","2014","August 16, 2020"
"s2123","2020","August 16, 2020"
"s2124","2016","August 15, 2020"
"s2125","2020","August 15, 2020"
"s2126","2014","August 15, 2020"
"s2127","2009","August 15, 2020"
"s2128","2020","August 14, 2020"
"s2129","2020","August 14, 2020"
"s2130","2020","August 14, 2020"
"s2131","2018","August 14, 2020"
"s2132","2020","August 14, 2020"
"s2133","2020","August 14, 2020"
"s2134","2020","August 14, 2020"
"s2135","2020","August 14, 2020"
"s2136","2014","August 14, 2020"
"s2137","2018","August 14, 2020"
"s2138","2019","August 13, 2020"
"s2139","2016","August 13, 2020"
"s2140","2012","August 13, 2020"
"s2141","2020","August 12, 2020"
"s2142","2020","August 12, 2020"
"s2143","2014","August 11, 2020"
"s2144","2020","August 11, 2020"
"s2145","2020","August 10, 2020"
"s2146","2019","August 10, 2020"
"s2147","2020","August 10, 2020"
"s2148","2018","August 8, 2020"
"s2149","2016","August 8, 2020"
"s2150","2020","August 8, 2020"
"s2151","2020","August 7, 2020"
"s2152","2020","August 7, 2020"
"s2153","2020","August 7, 2020"
"s2154","2020","August 7, 2020"
"s2155","2018","August 7, 2020"
"s2156","2020","August 7, 2020"
"s2157","2020","August 7, 2020"
"s2158","2020","August 7, 2020"
"s2159","2020","August 7, 2020"
"s2160","2020","August 7, 2020"
"s2161","2016","August 6, 2020"
"s2162","2020","August 6, 2020"
"s2163","2020","August 6, 2020"
"s2164","2020","August 5, 2020"
"s2165","2019","August 5, 2020"
"s2166","2020","August 5, 2020"
"s2167","2020","August 4, 2020"
"s2168","2020","August 4, 2020"
"s2169","2020","August 4, 2020"
"s2170","2020","August 4, 2020"
"s2171","2020","August 3, 2020"
"s2172","2020","August 2, 2020"
"s2173","2017","August 1, 2020"
"s2174","2000","August 1, 2020"
"s2175","2020","August 1, 2020"
"s2176","2014","August 1, 2020"
"s2177","2020","August 1, 2020"
"s2178","2020","August 1, 2020"
"s2179","2018","August 1, 2020"
"s2180","2017","August 1, 2020"
"s2181","2008","August 1, 2020"
"s2182","2020","August 1, 2020"
"s2183","2020","August 1, 2020"
"s2184","2018","August 1, 2020"
"s2185","2020","July 31, 2020"
"s2186","2020","July 31, 2020"
"s2187","2020","July 31, 2020"
"s2188","2020","July 31, 2020"
"s2189","2020","July 31, 2020"
"s2190","2020","July 31, 2020"
"s2191","2020","July 31, 2020"
"s2192","2017","July 30, 2020"
"s2193","2020","July 30, 2020"
"s2194","2020","July 30, 2020"
"s2195","2020","July 30, 2020"
"s2196","2016","July 29, 2020"
"s2197","2019","July 29, 2020"
"s2198","2020","July 29, 2020"
"s2199","2020","July 29, 2020"
"s2200","2020","July 29, 2020"
"s2201","2019","July 29, 2020"
"s2202","2020","July 28, 2020"
"s2203","2020","July 26, 2020"
"s2204","2019","July 26, 2020"
"s2205","2020","July 25, 2020"
"s2206","2020","July 25, 2020"
"s2207","2016","July 25, 2020"
"s2208","2020","July 24, 2020"
"s2209","2020","July 24, 2020"
"s2210","2019","July 24, 2020"
"s2211","2020","July 24, 2020"
"s2212","2020","July 24, 2020"
"s2213","2020","July 24, 2020"
"s2214","2020","July 24, 2020"
"s2215","2015","July 23, 2020"
"s2216","2020","July 23, 2020"
"s2217","2019","July 23, 2020"
"s2218","2020","July 22, 2020"
"s2219","2020","July 22, 2020"
"s2220","2019","July 22, 2020"
"s2221","2019","July 21, 2020"
"s2222","2020","July 21, 2020"
"s2223","2020","July 21, 2020"
"s2224","2017","July 19, 2020"
"s2225","2018","July 18, 2020"
"s2226","2019","July 18, 2020"
"s2227","2018","July 18, 2020"
"s2228","2020","July 17, 2020"
"s2229","2020","July 17, 2020"
"s2230","2020","July 17, 2020"
"s2231","2020","July 17, 2020"
"s2232","2019","July 17, 2020"
"s2233","2020","July 16, 2020"
"s2234","2018","July 16, 2020"
"s2235","2019","July 15, 2020"
"s2236","2020","July 15, 2020"
"s2237","2020","July 15, 2020"
"s2238","2020","July 15, 2020"
"s2239","2016","July 15, 2020"
"s2240","2018","July 15, 2020"
"s2241","2020","July 15, 2020"
"s2242","2020","July 14, 2020"
"s2243","2020","July 14, 2020"
"s2244","2020","July 14, 2020"
"s2245","2016","July 11, 2020"
"s2246","2020","July 10, 2020"
"s2247","2020","July 10, 2020"
"s2248","2018","July 10, 2020"
"s2249","2020","July 10, 2020"
"s2250","2020","July 10, 2020"
"s2251","2020","July 10, 2020"
"s2252","2019","July 10, 2020"
"s2253","2019","July 10, 2020"
"s2254","2020","July 9, 2020"
"s2255","2020","July 9, 2020"
"s2256","2020","July 9, 2020"
"s2257","2018","July 8, 2020"
"s2258","2020","July 8, 2020"
"s2259","2020","July 8, 2020"
"s2260","2018","July 8, 2020"
"s2261","2012","July 7, 2020"
"s2262","2020","July 7, 2020"
"s2263","2019","July 6, 2020"
"s2264","2020","July 6, 2020"
"s2265","2012","July 5, 2020"
"s2266","2011","July 5, 2020"
"s2267","2012","July 5, 2020"
"s2268","2013","July 5, 2020"
"s2269","2013","July 5, 2020"
"s2270","2016","July 5, 2020"
"s2271","2013","July 5, 2020"
"s2272","2015","July 5, 2020"
"s2273","2015","July 5, 2020"
"s2274","2015","July 5, 2020"
"s2275","2014","July 5, 2020"
"s2276","2020","July 5, 2020"
"s2277","2013","July 5, 2020"
"s2278","2013","July 5, 2020"
"s2279","2014","July 5, 2020"
"s2280","2011","July 5, 2020"
"s2281","2014","July 5, 2020"
"s2282","2012","July 5, 2020"
"s2283","2014","July 5, 2020"
"s2284","2019","July 5, 2020"
"s2285","2019","July 5, 2020"
"s2286","2012","July 5, 2020"
"s2287","2015","July 5, 2020"
"s2288","2014","July 5, 2020"
"s2289","2011","July 5, 2020"
"s2290","2013","July 5, 2020"
"s2291","2011","July 5, 2020"
"s2292","2013","July 5, 2020"
"s2293","2020","July 4, 2020"
"s2294","2019","July 3, 2020"
"s2295","2020","July 3, 2020"
"s2296","2020","July 3, 2020"
"s2297","2017","July 3, 2020"
"s2298","2020","July 3, 2020"
"s2299","2020","July 3, 2020"
"s2300","2020","July 3, 2020"
"s2301","2019","July 3, 2020"
"s2302","1993","July 2, 2020"
"s2303","2020","July 2, 2020"
"s2304","2020","July 2, 2020"
"s2305","2019","July 1, 2020"
"s2306","2019","July 1, 2020"
"s2307","2016","July 1, 2020"
"s2308","2019","July 1, 2020"
"s2309","2020","July 1, 2020"
"s2310","2015","July 1, 2020"
"s2311","2019","July 1, 2020"
"s2312","1999","July 1, 2020"
"s2313","2014","July 1, 2020"
"s2314","2020","July 1, 2020"
"s2315","2007","July 1, 2020"
"s2316","2019","July 1, 2020"
"s2317","2019","July 1, 2020"
"s2318","1990","July 1, 2020"
"s2319","2004","July 1, 2020"
"s2320","2020","July 1, 2020"
"s2321","2020","June 30, 2020"
"s2322","2020","June 30, 2020"
"s2323","2020","June 30, 2020"
"s2324","2011","June 30, 2020"
"s2325","2020","June 28, 2020"
"s2326","2019","June 28, 2020"
"s2327","2019","June 28, 2020"
"s2328","2020","June 27, 2020"
"s2329","2020","June 27, 2020"
"s2330","2020","June 26, 2020"
"s2331","2020","June 26, 2020"
"s2332","2020","June 26, 2020"
"s2333","2019","June 26, 2020"
"s2334","2016","June 26, 2020"
"s2335","2019","June 26, 2020"
"s2336","2019","June 26, 2020"
"s2337","2019","June 26, 2020"
"s2338","2020","June 26, 2020"
"s2339","2020","June 25, 2020"
"s2340","2015","June 25, 2020"
"s2341","2006","June 25, 2020"
"s2342","2020","June 24, 2020"
"s2343","2020","June 24, 2020"
"s2344","2020","June 24, 2020"
"s2345","2020","June 24, 2020"
"s2346","2020","June 23, 2020"
"s2347","2020","June 23, 2020"
"s2348","2020","June 22, 2020"
"s2349","2017","June 22, 2020"
"s2350","2020","June 21, 2020"
"s2351","2017","June 21, 2020"
"s2352","2019","June 20, 2020"
"s2353","2020","June 19, 2020"
"s2354","2020","June 19, 2020"
"s2355","1997","June 19, 2020"
"s2356","2020","June 19, 2020"
"s2357","2020","June 19, 2020"
"s2358","2020","June 19, 2020"
"s2359","2020","June 19, 2020"
"s2360","2020","June 19, 2020"
"s2361","2020","June 19, 2020"
"s2362","1994","June 19, 2020"
"s2363","2020","June 19, 2020"
"s2364","2020","June 19, 2020"
"s2365","2020","June 18, 2020"
"s2366","1979","June 18, 2020"
"s2367","1989","June 18, 2020"
"s2368","1982","June 18, 2020"
"s2369","1958","June 18, 2020"
"s2370","1956","June 18, 2020"
"s2371","2020","June 18, 2020"
"s2372","2019","June 18, 2020"
"s2373","2020","June 18, 2020"
"s2374","1963","June 18, 2020"
"s2375","2010","June 18, 2020"
"s2376","1954","June 18, 2020"
"s2377","1970","June 18, 2020"
"s2378","2014","June 18, 2020"
"s2379","2020","June 18, 2020"
"s2380","2018","June 17, 2020"
"s2381","2020","June 17, 2020"
"s2382","2012","June 16, 2020"
"s2383","2016","June 16, 2020"
"s2384","2015","June 15, 2020"
"s2385","2019","June 15, 2020"
"s2386","2013","June 15, 2020"
"s2387","2019","June 15, 2020"
"s2388","2019","June 13, 2020"
"s2389","2020","June 13, 2020"
"s2390","2020","June 13, 2020"
"s2391","2020","June 13, 2020"
"s2392","2020","June 13, 2020"
"s2393","2020","June 12, 2020"
"s2394","2020","June 12, 2020"
"s2395","2020","June 12, 2020"
"s2396","2020","June 12, 2020"
"s2397","2020","June 12, 2020"
"s2398","2020","June 12, 2020"
"s2399","2018","June 12, 2020"
"s2400","2002","June 12, 2020"
"s2401","2020","June 12, 2020"
"s2402","2020","June 12, 2020"
"s2403","2014","June 11, 2020"
"s2404","2008","June 11, 2020"
"s2405","2020","June 10, 2020"
"s2406","2020","June 10, 2020"
"s2407","2020","June 10, 2020"
"s2408","2009","June 10, 2020"
"s2409","2018","June 10, 2020"
"s2410","2020","June 10, 2020"
"s2411","2018","June 10, 2020"
"s2412","2017","June 8, 2020"
"s2413","2020","June 7, 2020"
"s2414","2020","June 7, 2020"
"s2415","2018","June 7, 2020"
"s2416","2018","June 6, 2020"
"s2417","2020","June 6, 2020"
"s2418","2020","June 5, 2020"
"s2419","2016","June 5, 2020"
"s2420","2014","June 5, 2020"
"s2421","2020","June 5, 2020"
"s2422","2019","June 5, 2020"
"s2423","2020","June 5, 2020"
"s2424","2019","June 5, 2020"
"s2425","2020","June 5, 2020"
"s2426","2010","June 5, 2020"
"s2427","2020","June 4, 2020"
"s2428","2017","June 4, 2020"
"s2429","2017","June 4, 2020"
"s2430","2007","June 3, 2020"
"s2431","2017","June 3, 2020"
"s2432","2020","June 3, 2020"
"s2433","2019","June 2, 2020"
"s2434","2008","June 2, 2020"
"s2435","2006","June 2, 2020"
"s2436","2006","June 2, 2020"
"s2437","2009","June 2, 2020"
"s2438","2012","June 2, 2020"
"s2439","2008","June 2, 2020"
"s2440","2004","June 2, 2020"
"s2441","2020","June 2, 2020"
"s2442","2006","June 2, 2020"
"s2443","2011","June 2, 2020"
"s2444","2019","June 1, 2020"
"s2445","1999","June 1, 2020"
"s2446","2020","June 1, 2020"
"s2447","2017","June 1, 2020"
"s2448","2016","June 1, 2020"
"s2449","2019","June 1, 2020"
"s2450","2018","June 1, 2020"
"s2451","2014","June 1, 2020"
"s2452","2018","June 1, 2020"
"s2453","2017","June 1, 2020"
"s2454","2017","June 1, 2020"
"s2455","2017","June 1, 2020"
"s2456","2016","June 1, 2020"
"s2457","2019","May 31, 2020"
"s2458","2018","May 29, 2020"
"s2459","2020","May 29, 2020"
"s2460","2020","May 29, 2020"
"s2461","1999","May 29, 2020"
"s2462","2018","May 28, 2020"
"s2463","2020","May 28, 2020"
"s2464","2014","May 28, 2020"
"s2465","2015","May 28, 2020"
"s2466","2020","May 28, 2020"
"s2467","2016","May 28, 2020"
"s2468","2019","May 27, 2020"
"s2469","2020","May 26, 2020"
"s2470","2019","May 25, 2020"
"s2471","2019","May 25, 2020"
"s2472","2019","May 25, 2020"
"s2473","2020","May 24, 2020"
"s2474","2019","May 23, 2020"
"s2475","2020","May 23, 2020"
"s2476","2020","May 23, 2020"
"s2477","2020","May 22, 2020"
"s2478","2019","May 22, 2020"
"s2479","2018","May 22, 2020"
"s2480","2020","May 22, 2020"
"s2481","2020","May 22, 2020"
"s2482","2018","May 21, 2020"
"s2483","1981","May 21, 2020"
"s2484","1996","May 21, 2020"
"s2485","1982","May 21, 2020"
"s2486","2019","May 21, 2020"
"s2487","2020","May 21, 2020"
"s2488","1979","May 21, 2020"
"s2489","1984","May 21, 2020"
"s2490","1985","May 21, 2020"
"s2491","1981","May 21, 2020"
"s2492","1973","May 21, 2020"
"s2493","1976","May 21, 2020"
"s2494","2010","May 20, 2020"
"s2495","2020","May 20, 2020"
"s2496","2020","May 20, 2020"
"s2497","2014","May 20, 2020"
"s2498","2010","May 20, 2020"
"s2499","2020","May 20, 2020"
"s2500","2020","May 20, 2020"
"s2501","2020","May 20, 2020"
"s2502","2006","May 19, 2020"
"s2503","2009","May 19, 2020"
"s2504","2012","May 19, 2020"
"s2505","2007","May 19, 2020"
"s2506","2008","May 19, 2020"
"s2507","2009","May 19, 2020"
"s2508","2020","May 19, 2020"
"s2509","2020","May 19, 2020"
"s2510","2006","May 19, 2020"
"s2511","2004","May 19, 2020"
"s2512","2012","May 19, 2020"
"s2513","2005","May 19, 2020"
"s2514","2019","May 18, 2020"
"s2515","2020","May 18, 2020"
"s2516","2020","May 17, 2020"
"s2517","2019","May 17, 2020"
"s2518","2009","May 16, 2020"
"s2519","2009","May 16, 2020"
"s2520","2007","May 15, 2020"
"s2521","2017","May 15, 2020"
"s2522","2019","May 15, 2020"
"s2523","2020","May 15, 2020"
"s2524","2019","May 15, 2020"
"s2525","2020","May 15, 2020"
